,dimensions,rock_chance,grass_grow_back,owls_target_slow_mice,rand_catch,in_medias_res,m_number,m_die_of_hunger,m_preg_time,m_max_age,o_number,o_die_of_hunger,o_preg_time,o_max_age,rand_variance_trait,speed,ticks,sim ver,avg_speed_mouse,avg_speed_owl,non_NA_count_mice,non_NA_count_owls,repetitions,non_NA_fraction_mice,non_NA_fraction_owls,harmonic_mean
1085,10,0,5,True,True,True,50,9,4,0,10,5,3,0,10,True,500,1,65.0,,1,0,1,1.0,0.0,0.0
45,10,0,5,True,True,True,50,3,3,0,10,3,5,0,10,True,1000,1,52.5,,2,0,2,1.0,0.0,0.0
1087,10,0,5,True,True,True,50,9,4,0,10,5,4,0,10,True,1000,1,66.0,,1,0,1,1.0,0.0,0.0
1244,10,0,5,True,True,True,50,10,4,0,10,5,3,0,2,True,500,1,78.0,,1,0,1,1.0,0.0,0.0
1233,10,0,5,True,True,True,50,10,3,0,10,10,5,0,10,True,1000,1,268.0,,1,0,1,1.0,0.0,0.0
1234,10,0,5,True,True,True,50,10,4,0,10,3,2,0,10,True,1000,1,184.0,,1,0,1,1.0,0.0,0.0
1235,10,0,5,True,True,True,50,10,4,0,10,3,3,0,10,True,1000,1,165.0,,1,0,1,1.0,0.0,0.0
1236,10,0,5,True,True,True,50,10,4,0,10,3,4,0,10,True,1000,1,192.0,,1,0,1,1.0,0.0,0.0
1237,10,0,5,True,True,True,50,10,4,0,10,3,5,0,10,True,1000,1,357.0,,1,0,1,1.0,0.0,0.0
1238,10,0,5,True,True,True,50,10,4,0,10,4,2,0,10,True,1000,1,161.0,,1,0,1,1.0,0.0,0.0
1239,10,0,5,True,True,True,50,10,4,0,10,4,3,0,10,True,1000,1,299.0,,1,0,1,1.0,0.0,0.0
1240,10,0,5,True,True,True,50,10,4,0,10,4,4,0,10,True,1000,1,440.0,,1,0,1,1.0,0.0,0.0
1241,10,0,5,True,True,True,50,10,4,0,10,4,5,0,10,True,1000,1,311.0,,1,0,1,1.0,0.0,0.0
1242,10,0,5,True,True,True,50,10,4,0,10,5,2,0,10,True,1000,1,213.0,,1,0,1,1.0,0.0,0.0
1243,10,0,5,True,True,True,50,10,4,0,10,5,3,0,1,True,500,1,67.0,,1,0,1,1.0,0.0,0.0
1245,10,0,5,True,True,True,50,10,4,0,10,5,3,0,3,True,500,1,70.0,,1,0,1,1.0,0.0,0.0
1258,10,0,5,True,True,True,50,10,4,0,10,6,4,0,10,True,1000,1,295.0,,1,0,1,1.0,0.0,0.0
1246,10,0,5,True,True,True,50,10,4,0,10,5,3,0,4,True,500,1,68.0,,1,0,1,1.0,0.0,0.0
1247,10,0,5,True,True,True,50,10,4,0,10,5,3,0,5,True,500,1,82.0,,1,0,1,1.0,0.0,0.0
1248,10,0,5,True,True,True,50,10,4,0,10,5,3,0,6,True,500,1,126.0,,1,0,1,1.0,0.0,0.0
1249,10,0,5,True,True,True,50,10,4,0,10,5,3,0,7,True,500,1,114.0,,1,0,1,1.0,0.0,0.0
1250,10,0,5,True,True,True,50,10,4,0,10,5,3,0,8,True,500,1,83.0,,1,0,1,1.0,0.0,0.0
1251,10,0,5,True,True,True,50,10,4,0,10,5,3,0,9,True,500,1,92.0,,1,0,1,1.0,0.0,0.0
1252,10,0,5,True,True,True,50,10,4,0,10,5,3,0,10,True,500,1,111.0,,1,0,1,1.0,0.0,0.0
1253,10,0,5,True,True,True,50,10,4,0,10,5,3,0,10,True,1000,1,265.0,,1,0,1,1.0,0.0,0.0
1254,10,0,5,True,True,True,50,10,4,0,10,5,4,0,10,True,1000,1,358.0,,1,0,1,1.0,0.0,0.0
1255,10,0,5,True,True,True,50,10,4,0,10,5,5,0,10,True,1000,1,283.0,,1,0,1,1.0,0.0,0.0
1256,10,0,5,True,True,True,50,10,4,0,10,6,2,0,10,True,1000,1,213.0,,1,0,1,1.0,0.0,0.0
1232,10,0,5,True,True,True,50,10,3,0,10,10,4,0,10,True,1000,1,31.0,,1,0,1,1.0,0.0,0.0
1229,10,0,5,True,True,True,50,10,3,0,10,9,5,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
1228,10,0,5,True,True,True,50,10,3,0,10,9,4,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
1227,10,0,5,True,True,True,50,10,3,0,10,9,3,0,10,True,1000,1,39.0,,1,0,1,1.0,0.0,0.0
1203,10,0,5,True,True,True,50,10,3,0,10,5,3,0,3,True,500,1,55.0,,1,0,1,1.0,0.0,0.0
1204,10,0,5,True,True,True,50,10,3,0,10,5,3,0,4,True,500,1,77.0,,1,0,1,1.0,0.0,0.0
1205,10,0,5,True,True,True,50,10,3,0,10,5,3,0,5,True,500,1,78.0,,1,0,1,1.0,0.0,0.0
1206,10,0,5,True,True,True,50,10,3,0,10,5,3,0,6,True,500,1,67.0,,1,0,1,1.0,0.0,0.0
1207,10,0,5,True,True,True,50,10,3,0,10,5,3,0,7,True,500,1,88.0,,1,0,1,1.0,0.0,0.0
1208,10,0,5,True,True,True,50,10,3,0,10,5,3,0,8,True,500,1,75.0,,1,0,1,1.0,0.0,0.0
1209,10,0,5,True,True,True,50,10,3,0,10,5,3,0,9,True,500,1,63.0,,1,0,1,1.0,0.0,0.0
1210,10,0,5,True,True,True,50,10,3,0,10,5,3,0,10,True,500,1,131.0,,1,0,1,1.0,0.0,0.0
1211,10,0,5,True,True,True,50,10,3,0,10,5,3,0,10,True,1000,1,268.0,,1,0,1,1.0,0.0,0.0
1212,10,0,5,True,True,True,50,10,3,0,10,5,4,0,10,True,1000,1,204.0,,1,0,1,1.0,0.0,0.0
1213,10,0,5,True,True,True,50,10,3,0,10,5,5,0,10,True,1000,1,149.0,,1,0,1,1.0,0.0,0.0
1214,10,0,5,True,True,True,50,10,3,0,10,6,2,0,10,True,1000,1,212.0,,1,0,1,1.0,0.0,0.0
1215,10,0,5,True,True,True,50,10,3,0,10,6,3,0,10,True,1000,1,154.0,,1,0,1,1.0,0.0,0.0
1216,10,0,5,True,True,True,50,10,3,0,10,6,4,0,10,True,1000,1,213.0,,1,0,1,1.0,0.0,0.0
1217,10,0,5,True,True,True,50,10,3,0,10,6,5,0,10,True,1000,1,204.0,,1,0,1,1.0,0.0,0.0
1218,10,0,5,True,True,True,50,10,3,0,10,7,2,0,10,True,1000,1,184.0,,1,0,1,1.0,0.0,0.0
1219,10,0,5,True,True,True,50,10,3,0,10,7,3,0,10,True,1000,1,139.0,,1,0,1,1.0,0.0,0.0
1220,10,0,5,True,True,True,50,10,3,0,10,7,4,0,10,True,1000,1,136.0,,1,0,1,1.0,0.0,0.0
1221,10,0,5,True,True,True,50,10,3,0,10,7,5,0,10,True,1000,1,179.0,,1,0,1,1.0,0.0,0.0
1223,10,0,5,True,True,True,50,10,3,0,10,8,3,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
1224,10,0,5,True,True,True,50,10,3,0,10,8,4,0,10,True,1000,1,188.0,,1,0,1,1.0,0.0,0.0
1225,10,0,5,True,True,True,50,10,3,0,10,8,5,0,10,True,1000,1,259.0,,1,0,1,1.0,0.0,0.0
1226,10,0,5,True,True,True,50,10,3,0,10,9,2,0,10,True,1000,1,241.0,,1,0,1,1.0,0.0,0.0
1257,10,0,5,True,True,True,50,10,4,0,10,6,3,0,10,True,1000,1,173.0,,1,0,1,1.0,0.0,0.0
1259,10,0,5,True,True,True,50,10,4,0,10,6,5,0,10,True,1000,1,121.0,,1,0,1,1.0,0.0,0.0
1088,10,0,5,True,True,True,50,9,4,0,10,5,5,0,10,True,1000,1,61.0,,1,0,1,1.0,0.0,0.0
1303,10,0,5,True,True,True,50,10,5,0,10,7,3,0,10,True,1000,1,80.0,,1,0,1,1.0,0.0,0.0
1292,10,0,5,True,True,True,50,10,5,0,10,5,3,0,8,True,500,1,95.0,,1,0,1,1.0,0.0,0.0
1293,10,0,5,True,True,True,50,10,5,0,10,5,3,0,9,True,500,1,92.0,,1,0,1,1.0,0.0,0.0
1294,10,0,5,True,True,True,50,10,5,0,10,5,3,0,10,True,500,1,120.0,,1,0,1,1.0,0.0,0.0
1295,10,0,5,True,True,True,50,10,5,0,10,5,3,0,10,True,1000,1,188.0,,1,0,1,1.0,0.0,0.0
1296,10,0,5,True,True,True,50,10,5,0,10,5,4,0,10,True,1000,1,182.0,,1,0,1,1.0,0.0,0.0
1297,10,0,5,True,True,True,50,10,5,0,10,5,5,0,10,True,1000,1,156.0,,1,0,1,1.0,0.0,0.0
1298,10,0,5,True,True,True,50,10,5,0,10,6,2,0,10,True,1000,1,160.0,,1,0,1,1.0,0.0,0.0
1299,10,0,5,True,True,True,50,10,5,0,10,6,3,0,10,True,1000,1,140.0,,1,0,1,1.0,0.0,0.0
1300,10,0,5,True,True,True,50,10,5,0,10,6,4,0,10,True,1000,1,180.0,,1,0,1,1.0,0.0,0.0
1301,10,0,5,True,True,True,50,10,5,0,10,6,5,0,10,True,1000,1,108.0,,1,0,1,1.0,0.0,0.0
1302,10,0,5,True,True,True,50,10,5,0,10,7,2,0,10,True,1000,1,99.0,,1,0,1,1.0,0.0,0.0
1304,10,0,5,True,True,True,50,10,5,0,10,7,4,0,10,True,1000,1,151.0,,1,0,1,1.0,0.0,0.0
1260,10,0,5,True,True,True,50,10,4,0,10,7,2,0,10,True,1000,1,275.0,,1,0,1,1.0,0.0,0.0
1305,10,0,5,True,True,True,50,10,5,0,10,7,5,0,10,True,1000,1,268.0,,1,0,1,1.0,0.0,0.0
1306,10,0,5,True,True,True,50,10,5,0,10,8,2,0,10,True,1000,1,145.0,,1,0,1,1.0,0.0,0.0
1307,10,0,5,True,True,True,50,10,5,0,10,8,3,0,10,True,1000,1,81.0,,1,0,1,1.0,0.0,0.0
1308,10,0,5,True,True,True,50,10,5,0,10,8,4,0,10,True,1000,1,169.0,,1,0,1,1.0,0.0,0.0
1309,10,0,5,True,True,True,50,10,5,0,10,8,5,0,10,True,1000,1,70.0,,1,0,1,1.0,0.0,0.0
1310,10,0,5,True,True,True,50,10,5,0,10,9,2,0,10,True,1000,1,197.0,,1,0,1,1.0,0.0,0.0
1311,10,0,5,True,True,True,50,10,5,0,10,9,3,0,10,True,1000,1,95.0,,1,0,1,1.0,0.0,0.0
1312,10,0,5,True,True,True,50,10,5,0,10,9,4,0,10,True,1000,1,169.0,,1,0,1,1.0,0.0,0.0
1313,10,0,5,True,True,True,50,10,5,0,10,9,5,0,10,True,1000,1,43.0,,1,0,1,1.0,0.0,0.0
1315,10,0,5,True,True,True,50,10,5,0,10,10,3,0,10,True,1000,1,190.0,,1,0,1,1.0,0.0,0.0
1316,10,0,5,True,True,True,50,10,5,0,10,10,4,0,10,True,1000,1,45.0,,1,0,1,1.0,0.0,0.0
1291,10,0,5,True,True,True,50,10,5,0,10,5,3,0,7,True,500,1,80.0,,1,0,1,1.0,0.0,0.0
1290,10,0,5,True,True,True,50,10,5,0,10,5,3,0,6,True,500,1,67.0,,1,0,1,1.0,0.0,0.0
1289,10,0,5,True,True,True,50,10,5,0,10,5,3,0,5,True,500,1,103.0,,1,0,1,1.0,0.0,0.0
1288,10,0,5,True,True,True,50,10,5,0,10,5,3,0,4,True,500,1,53.0,,1,0,1,1.0,0.0,0.0
1261,10,0,5,True,True,True,50,10,4,0,10,7,3,0,10,True,1000,1,201.0,,1,0,1,1.0,0.0,0.0
1262,10,0,5,True,True,True,50,10,4,0,10,7,4,0,10,True,1000,1,6.0,,1,0,1,1.0,0.0,0.0
1263,10,0,5,True,True,True,50,10,4,0,10,7,5,0,10,True,1000,1,234.0,,1,0,1,1.0,0.0,0.0
1264,10,0,5,True,True,True,50,10,4,0,10,8,2,0,10,True,1000,1,245.0,,1,0,1,1.0,0.0,0.0
1266,10,0,5,True,True,True,50,10,4,0,10,8,4,0,10,True,1000,1,151.0,,1,0,1,1.0,0.0,0.0
1267,10,0,5,True,True,True,50,10,4,0,10,8,5,0,10,True,1000,1,303.0,,1,0,1,1.0,0.0,0.0
1268,10,0,5,True,True,True,50,10,4,0,10,9,2,0,10,True,1000,1,229.0,,1,0,1,1.0,0.0,0.0
1269,10,0,5,True,True,True,50,10,4,0,10,9,3,0,10,True,1000,1,190.0,,1,0,1,1.0,0.0,0.0
1270,10,0,5,True,True,True,50,10,4,0,10,9,4,0,10,True,1000,1,216.0,,1,0,1,1.0,0.0,0.0
1271,10,0,5,True,True,True,50,10,4,0,10,9,5,0,10,True,1000,1,49.0,,1,0,1,1.0,0.0,0.0
1274,10,0,5,True,True,True,50,10,4,0,10,10,4,0,10,True,1000,1,47.0,,1,0,1,1.0,0.0,0.0
1276,10,0,5,True,True,True,50,10,5,0,10,3,2,0,10,True,1000,1,108.0,,1,0,1,1.0,0.0,0.0
1277,10,0,5,True,True,True,50,10,5,0,10,3,3,0,10,True,1000,1,222.0,,1,0,1,1.0,0.0,0.0
1278,10,0,5,True,True,True,50,10,5,0,10,3,4,0,10,True,1000,1,194.0,,1,0,1,1.0,0.0,0.0
1279,10,0,5,True,True,True,50,10,5,0,10,3,5,0,10,True,1000,1,302.0,,1,0,1,1.0,0.0,0.0
1280,10,0,5,True,True,True,50,10,5,0,10,4,2,0,10,True,1000,1,89.0,,1,0,1,1.0,0.0,0.0
1281,10,0,5,True,True,True,50,10,5,0,10,4,3,0,10,True,1000,1,223.0,,1,0,1,1.0,0.0,0.0
1282,10,0,5,True,True,True,50,10,5,0,10,4,4,0,10,True,1000,1,165.0,,1,0,1,1.0,0.0,0.0
1283,10,0,5,True,True,True,50,10,5,0,10,4,5,0,10,True,1000,1,174.0,,1,0,1,1.0,0.0,0.0
1284,10,0,5,True,True,True,50,10,5,0,10,5,2,0,10,True,1000,1,199.0,,1,0,1,1.0,0.0,0.0
1285,10,0,5,True,True,True,50,10,5,0,10,5,3,0,1,True,500,1,64.0,,1,0,1,1.0,0.0,0.0
1286,10,0,5,True,True,True,50,10,5,0,10,5,3,0,2,True,500,1,79.0,,1,0,1,1.0,0.0,0.0
1287,10,0,5,True,True,True,50,10,5,0,10,5,3,0,3,True,500,1,84.0,,1,0,1,1.0,0.0,0.0
1202,10,0,5,True,True,True,50,10,3,0,10,5,3,0,2,True,500,1,77.0,,1,0,1,1.0,0.0,0.0
1201,10,0,5,True,True,True,50,10,3,0,10,5,3,0,1,True,500,1,56.0,,1,0,1,1.0,0.0,0.0
1200,10,0,5,True,True,True,50,10,3,0,10,5,2,0,10,True,1000,1,174.0,,1,0,1,1.0,0.0,0.0
1128,10,0,5,True,True,True,50,9,5,0,10,5,3,0,10,True,1000,1,61.0,,1,0,1,1.0,0.0,0.0
35,10,0,5,True,True,True,50,3,2,0,10,9,3,0,10,True,1000,1,50.0,,2,0,2,1.0,0.0,0.0
32,10,0,5,True,True,True,50,3,2,0,10,8,4,0,10,True,1000,1,100.0,,2,0,2,1.0,0.0,0.0
1119,10,0,5,True,True,True,50,9,5,0,10,5,3,0,2,True,500,1,66.0,,1,0,1,1.0,0.0,0.0
1120,10,0,5,True,True,True,50,9,5,0,10,5,3,0,3,True,500,1,42.0,,1,0,1,1.0,0.0,0.0
31,10,0,5,True,True,True,50,3,2,0,10,8,3,0,10,True,1000,1,72.5,,2,0,2,1.0,0.0,0.0
1122,10,0,5,True,True,True,50,9,5,0,10,5,3,0,5,True,500,1,60.0,,1,0,1,1.0,0.0,0.0
1123,10,0,5,True,True,True,50,9,5,0,10,5,3,0,6,True,500,1,56.0,,1,0,1,1.0,0.0,0.0
1124,10,0,5,True,True,True,50,9,5,0,10,5,3,0,7,True,500,1,62.0,,1,0,1,1.0,0.0,0.0
1125,10,0,5,True,True,True,50,9,5,0,10,5,3,0,8,True,500,1,52.0,,1,0,1,1.0,0.0,0.0
1126,10,0,5,True,True,True,50,9,5,0,10,5,3,0,9,True,500,1,59.0,,1,0,1,1.0,0.0,0.0
1127,10,0,5,True,True,True,50,9,5,0,10,5,3,0,10,True,500,1,69.0,,1,0,1,1.0,0.0,0.0
1129,10,0,5,True,True,True,50,9,5,0,10,5,4,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
1199,10,0,5,True,True,True,50,10,3,0,10,4,5,0,10,True,1000,1,138.0,,1,0,1,1.0,0.0,0.0
1130,10,0,5,True,True,True,50,9,5,0,10,5,5,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
1131,10,0,5,True,True,True,50,9,5,0,10,6,2,0,10,True,1000,1,40.0,,1,0,1,1.0,0.0,0.0
1132,10,0,5,True,True,True,50,9,5,0,10,6,3,0,10,True,1000,1,45.0,,1,0,1,1.0,0.0,0.0
1133,10,0,5,True,True,True,50,9,5,0,10,6,4,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
1134,10,0,5,True,True,True,50,9,5,0,10,6,5,0,10,True,1000,1,55.0,,1,0,1,1.0,0.0,0.0
1135,10,0,5,True,True,True,50,9,5,0,10,7,2,0,10,True,1000,1,37.0,,1,0,1,1.0,0.0,0.0
1136,10,0,5,True,True,True,50,9,5,0,10,7,3,0,10,True,1000,1,65.0,,1,0,1,1.0,0.0,0.0
30,10,0,5,True,True,True,50,3,2,0,10,8,2,0,10,True,1000,1,13.5,,2,0,2,1.0,0.0,0.0
1138,10,0,5,True,True,True,50,9,5,0,10,7,5,0,10,True,1000,1,57.0,,1,0,1,1.0,0.0,0.0
1139,10,0,5,True,True,True,50,9,5,0,10,8,2,0,10,True,1000,1,37.0,,1,0,1,1.0,0.0,0.0
19,10,0,5,True,True,True,50,3,2,0,10,5,3,0,10,True,1000,1,66.5,,2,0,2,1.0,0.0,0.0
1116,10,0,5,True,True,True,50,9,5,0,10,4,5,0,10,True,1000,1,57.0,,1,0,1,1.0,0.0,0.0
1115,10,0,5,True,True,True,50,9,5,0,10,4,4,0,10,True,1000,1,63.0,,1,0,1,1.0,0.0,0.0
1114,10,0,5,True,True,True,50,9,5,0,10,4,3,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
1113,10,0,5,True,True,True,50,9,5,0,10,4,2,0,10,True,1000,1,75.0,,1,0,1,1.0,0.0,0.0
1089,10,0,5,True,True,True,50,9,4,0,10,6,2,0,10,True,1000,1,46.0,,1,0,1,1.0,0.0,0.0
1090,10,0,5,True,True,True,50,9,4,0,10,6,3,0,10,True,1000,1,49.0,,1,0,1,1.0,0.0,0.0
1091,10,0,5,True,True,True,50,9,4,0,10,6,4,0,10,True,1000,1,55.0,,1,0,1,1.0,0.0,0.0
44,10,0,5,True,True,True,50,3,3,0,10,3,4,0,10,True,1000,1,53.5,,2,0,2,1.0,0.0,0.0
1093,10,0,5,True,True,True,50,9,4,0,10,7,2,0,10,True,1000,1,23.0,,1,0,1,1.0,0.0,0.0
1094,10,0,5,True,True,True,50,9,4,0,10,7,3,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
43,10,0,5,True,True,True,50,3,3,0,10,3,3,0,10,True,1000,1,57.5,,2,0,2,1.0,0.0,0.0
1096,10,0,5,True,True,True,50,9,4,0,10,7,5,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
1097,10,0,5,True,True,True,50,9,4,0,10,8,2,0,10,True,1000,1,5.0,,1,0,1,1.0,0.0,0.0
1098,10,0,5,True,True,True,50,9,4,0,10,8,3,0,10,True,1000,1,37.0,,1,0,1,1.0,0.0,0.0
1099,10,0,5,True,True,True,50,9,4,0,10,8,4,0,10,True,1000,1,62.0,,1,0,1,1.0,0.0,0.0
40,10,0,5,True,True,True,50,3,2,0,10,10,4,0,10,True,1000,1,66.0,,1,0,2,0.5,0.0,0.0
1101,10,0,5,True,True,True,50,9,4,0,10,9,2,0,10,True,1000,1,54.0,,1,0,1,1.0,0.0,0.0
1102,10,0,5,True,True,True,50,9,4,0,10,9,3,0,10,True,1000,1,63.0,,1,0,1,1.0,0.0,0.0
1103,10,0,5,True,True,True,50,9,4,0,10,9,4,0,10,True,1000,1,74.0,,1,0,1,1.0,0.0,0.0
1104,10,0,5,True,True,True,50,9,4,0,10,9,5,0,10,True,1000,1,82.0,,1,0,1,1.0,0.0,0.0
1106,10,0,5,True,True,True,50,9,4,0,10,10,3,0,10,True,1000,1,66.0,,1,0,1,1.0,0.0,0.0
1107,10,0,5,True,True,True,50,9,4,0,10,10,4,0,10,True,1000,1,19.0,,1,0,1,1.0,0.0,0.0
1108,10,0,5,True,True,True,50,9,4,0,10,10,5,0,10,True,1000,1,87.0,,1,0,1,1.0,0.0,0.0
1109,10,0,5,True,True,True,50,9,5,0,10,3,2,0,10,True,1000,1,52.0,,1,0,1,1.0,0.0,0.0
1110,10,0,5,True,True,True,50,9,5,0,10,3,3,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
1111,10,0,5,True,True,True,50,9,5,0,10,3,4,0,10,True,1000,1,53.0,,1,0,1,1.0,0.0,0.0
1112,10,0,5,True,True,True,50,9,5,0,10,3,5,0,10,True,1000,1,72.0,,1,0,1,1.0,0.0,0.0
1141,10,0,5,True,True,True,50,9,5,0,10,8,4,0,10,True,1000,1,65.0,,1,0,1,1.0,0.0,0.0
1142,10,0,5,True,True,True,50,9,5,0,10,8,5,0,10,True,1000,1,67.0,,1,0,1,1.0,0.0,0.0
1143,10,0,5,True,True,True,50,9,5,0,10,9,2,0,10,True,1000,1,33.0,,1,0,1,1.0,0.0,0.0
1170,10,0,5,True,True,True,50,10,2,0,10,5,4,0,10,True,1000,1,134.0,,1,0,1,1.0,0.0,0.0
13,10,0,5,True,True,True,50,3,2,0,10,5,3,0,5,True,500,1,63.0,,1,0,1,1.0,0.0,0.0
1173,10,0,5,True,True,True,50,10,2,0,10,6,3,0,10,True,1000,1,92.0,,1,0,1,1.0,0.0,0.0
1174,10,0,5,True,True,True,50,10,2,0,10,6,4,0,10,True,1000,1,120.0,,1,0,1,1.0,0.0,0.0
1175,10,0,5,True,True,True,50,10,2,0,10,6,5,0,10,True,1000,1,67.0,,1,0,1,1.0,0.0,0.0
1176,10,0,5,True,True,True,50,10,2,0,10,7,2,0,10,True,1000,1,78.0,,1,0,1,1.0,0.0,0.0
1177,10,0,5,True,True,True,50,10,2,0,10,7,3,0,10,True,1000,1,138.0,,1,0,1,1.0,0.0,0.0
1178,10,0,5,True,True,True,50,10,2,0,10,7,4,0,10,True,1000,1,61.0,,1,0,1,1.0,0.0,0.0
8,10,0,5,True,True,True,50,3,2,0,10,5,2,0,10,True,1000,1,88.0,,2,0,2,1.0,0.0,0.0
1180,10,0,5,True,True,True,50,10,2,0,10,8,2,0,10,True,1000,1,194.0,,1,0,1,1.0,0.0,0.0
1181,10,0,5,True,True,True,50,10,2,0,10,8,3,0,10,True,1000,1,72.0,,1,0,1,1.0,0.0,0.0
1182,10,0,5,True,True,True,50,10,2,0,10,8,4,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
1183,10,0,5,True,True,True,50,10,2,0,10,8,5,0,10,True,1000,1,221.0,,1,0,1,1.0,0.0,0.0
1185,10,0,5,True,True,True,50,10,2,0,10,9,3,0,10,True,1000,1,136.0,,1,0,1,1.0,0.0,0.0
1186,10,0,5,True,True,True,50,10,2,0,10,9,4,0,10,True,1000,1,101.0,,1,0,1,1.0,0.0,0.0
3,10,0,5,True,True,True,50,3,2,0,10,3,5,0,10,True,1000,1,128.0,,2,0,2,1.0,0.0,0.0
1190,10,0,5,True,True,True,50,10,2,0,10,10,4,0,10,True,1000,1,65.0,,1,0,1,1.0,0.0,0.0
1192,10,0,5,True,True,True,50,10,3,0,10,3,2,0,10,True,1000,1,143.0,,1,0,1,1.0,0.0,0.0
1193,10,0,5,True,True,True,50,10,3,0,10,3,3,0,10,True,1000,1,198.0,,1,0,1,1.0,0.0,0.0
1194,10,0,5,True,True,True,50,10,3,0,10,3,4,0,10,True,1000,1,204.0,,1,0,1,1.0,0.0,0.0
1195,10,0,5,True,True,True,50,10,3,0,10,3,5,0,10,True,1000,1,330.0,,1,0,1,1.0,0.0,0.0
1196,10,0,5,True,True,True,50,10,3,0,10,4,2,0,10,True,1000,1,272.0,,1,0,1,1.0,0.0,0.0
1197,10,0,5,True,True,True,50,10,3,0,10,4,3,0,10,True,1000,1,128.0,,1,0,1,1.0,0.0,0.0
1198,10,0,5,True,True,True,50,10,3,0,10,4,4,0,10,True,1000,1,242.0,,1,0,1,1.0,0.0,0.0
1171,10,0,5,True,True,True,50,10,2,0,10,5,5,0,10,True,1000,1,148.0,,1,0,1,1.0,0.0,0.0
1169,10,0,5,True,True,True,50,10,2,0,10,5,3,0,10,True,1000,1,111.0,,1,0,1,1.0,0.0,0.0
1144,10,0,5,True,True,True,50,9,5,0,10,9,3,0,10,True,1000,1,50.0,,1,0,1,1.0,0.0,0.0
1168,10,0,5,True,True,True,50,10,2,0,10,5,3,0,10,True,500,1,92.0,,1,0,1,1.0,0.0,0.0
1145,10,0,5,True,True,True,50,9,5,0,10,9,4,0,10,True,1000,1,58.0,,1,0,1,1.0,0.0,0.0
17,10,0,5,True,True,True,50,3,2,0,10,5,3,0,9,True,500,1,48.0,,1,0,1,1.0,0.0,0.0
1147,10,0,5,True,True,True,50,9,5,0,10,10,2,0,10,True,1000,1,96.0,,1,0,1,1.0,0.0,0.0
16,10,0,5,True,True,True,50,3,2,0,10,5,3,0,8,True,500,1,60.0,,1,0,1,1.0,0.0,0.0
1149,10,0,5,True,True,True,50,9,5,0,10,10,4,0,10,True,1000,1,66.0,,1,0,1,1.0,0.0,0.0
1150,10,0,5,True,True,True,50,10,2,0,10,3,2,0,10,True,1000,1,99.0,,1,0,1,1.0,0.0,0.0
1151,10,0,5,True,True,True,50,10,2,0,10,3,3,0,10,True,1000,1,32.0,,1,0,1,1.0,0.0,0.0
1152,10,0,5,True,True,True,50,10,2,0,10,3,4,0,10,True,1000,1,131.0,,1,0,1,1.0,0.0,0.0
1153,10,0,5,True,True,True,50,10,2,0,10,3,5,0,10,True,1000,1,238.0,,1,0,1,1.0,0.0,0.0
1154,10,0,5,True,True,True,50,10,2,0,10,4,2,0,10,True,1000,1,100.0,,1,0,1,1.0,0.0,0.0
1155,10,0,5,True,True,True,50,10,2,0,10,4,3,0,10,True,1000,1,104.0,,1,0,1,1.0,0.0,0.0
1156,10,0,5,True,True,True,50,10,2,0,10,4,4,0,10,True,1000,1,74.0,,1,0,1,1.0,0.0,0.0
1157,10,0,5,True,True,True,50,10,2,0,10,4,5,0,10,True,1000,1,60.0,,1,0,1,1.0,0.0,0.0
1158,10,0,5,True,True,True,50,10,2,0,10,5,2,0,10,True,1000,1,122.0,,1,0,1,1.0,0.0,0.0
1159,10,0,5,True,True,True,50,10,2,0,10,5,3,0,1,True,500,1,35.0,,1,0,1,1.0,0.0,0.0
1160,10,0,5,True,True,True,50,10,2,0,10,5,3,0,2,True,500,1,57.0,,1,0,1,1.0,0.0,0.0
1161,10,0,5,True,True,True,50,10,2,0,10,5,3,0,3,True,500,1,55.0,,1,0,1,1.0,0.0,0.0
1162,10,0,5,True,True,True,50,10,2,0,10,5,3,0,4,True,500,1,67.0,,1,0,1,1.0,0.0,0.0
1163,10,0,5,True,True,True,50,10,2,0,10,5,3,0,5,True,500,1,42.0,,1,0,1,1.0,0.0,0.0
1164,10,0,5,True,True,True,50,10,2,0,10,5,3,0,6,True,500,1,53.0,,1,0,1,1.0,0.0,0.0
1165,10,0,5,True,True,True,50,10,2,0,10,5,3,0,7,True,500,1,38.0,,1,0,1,1.0,0.0,0.0
1166,10,0,5,True,True,True,50,10,2,0,10,5,3,0,8,True,500,1,46.0,,1,0,1,1.0,0.0,0.0
1167,10,0,5,True,True,True,50,10,2,0,10,5,3,0,9,True,500,1,59.0,,1,0,1,1.0,0.0,0.0
853,10,0,5,True,True,True,50,8,2,0,10,8,3,0,10,True,1000,1,64.0,,1,0,1,1.0,0.0,0.0
